"VOG.number"	"Host.Domain"	"Number.of.Proteins"	"Number.of.Genomes"	"Number.of.Known.Virus.Families"	"Number.of.Known.Virus.Genera"	"Proteins.Annotations"	"Mapping.to.POGs.2013"	"Short.Annotations"	"FreqVir"	"FreqHost"	"Viral Quotient"
"8591"	"VOG9073"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; gp70 [n=1]; gp69 [n=1]; "	"New"	NA	0.001344086	0	1
"8592"	"VOG9074"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp236 [n=1]; "	"New"	NA	0.001344086	0	1
"8593"	"VOG9075"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; hypothetical membrane protein [n=1]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8594"	"VOG9076"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8595"	"VOG9077"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8596"	"VOG9078"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; integrating conjugative element protein (PFL_4705 family) [n=1]; "	"New"	NA	0.001344086	0	1
"8597"	"VOG9079"	"Bacteria"	4	4	2	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8598"	"VOG9080"	"Bacteria"	4	3	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8599"	"VOG9081"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0023521505	0	1
"8600"	"VOG9082"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.0030241935	0	1
"8601"	"VOG9083"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; No annotation provided [n=1]; nuclease [n=1]; "	"New"	NA	0.001344086	0	1
"8602"	"VOG9084"	"Bacteria"	4	4	2	1	"hypothetical protein [n=3]; hyphothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8603"	"VOG9085"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8604"	"VOG9086"	"Bacteria"	4	4	1	1	"internal virion protein [n=2]; hypothetical protein [n=2]; "	"New"	NA	0.001344086	0	1
"8605"	"VOG9087"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0010080645	0	1
"8606"	"VOG9088"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0.000200441	0.8702250131
"8607"	"VOG9089"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8608"	"VOG9090"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8609"	"VOG9091"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0.0008017639	0.6263653484
"8610"	"VOG9092"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8611"	"VOG9093"	"Bacteria"	4	4	1	0	"putative RNA 2'-phosphotransferase [n=2]; RNA 2'-phosphotransferase [n=1]; gp280 [n=1]; "	"New"	NA	0.001344086	0.1162557627	0.0114293176
"8612"	"VOG9094"	"Bacteria"	4	3	2	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8613"	"VOG9095"	"Bacteria"	4	4	2	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.0010080645	0	1
"8614"	"VOG9096"	"Bacteria"	4	4	2	0	"hypothetical protein [n=4]; "	"New"	NA	0.000672043	0.000200441	0.7702640111
"8615"	"VOG9097"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8616"	"VOG9098"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8617"	"VOG9099"	"Bacteria"	4	4	1	0	"putative NAD+ diphosphatase [n=2]; hypothetical protein [n=2]; "	"New"	NA	0.001344086	0	1
"8618"	"VOG9100"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8619"	"VOG9101"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; terminase [n=1]; "	"New"	"terminase"	0.0016801075	0	1
"8620"	"VOG9102"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8621"	"VOG9103"	"Bacteria"	4	4	1	0	"hypothetical protein [n=2]; gp017 [n=1]; gp019 [n=1]; "	"New"	NA	0.001344086	0	1
"8622"	"VOG9104"	"Bacteria"	4	4	1	0	"hypothetical protein [n=2]; structural protein [n=1]; gp020 [n=1]; "	"New"	NA	0.000672043	0	1
"8623"	"VOG9105"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; gp009 [n=1]; "	"New"	NA	0.0016801075	0	1
"8624"	"VOG9106"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8625"	"VOG9107"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8626"	"VOG9108"	"Bacteria"	4	4	2	0	"hypothetical protein [n=3]; gp452 [n=1]; "	"New"	NA	0.001344086	0.000200441	0.8702250131
"8627"	"VOG9109"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8628"	"VOG9110"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; consaerved hypothetical protein [n=1]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0.000200441	0.8702250131
"8629"	"VOG9111"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp27 [n=1]; "	"New"	NA	0.001344086	0	1
"8630"	"VOG9112"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp47 [n=1]; "	"New"	NA	0.001344086	0	1
"8631"	"VOG9113"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp52 [n=1]; "	"New"	NA	0.001344086	0	1
"8632"	"VOG9114"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; gp54 [n=1]; DnaQ-like exonuclease [n=1]; "	"New"	"nuclease"	0.001344086	0	1
"8633"	"VOG9115"	"Bacteria"	4	4	1	1	"primase/polymerase [n=1]; gp64 [n=1]; hypothetical protein [n=1]; DNA primase [n=1]; "	"New"	"head protein"	0.001344086	0.000200441	0.8702250131
"8634"	"VOG9116"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp83 [n=1]; "	"New"	NA	0.001344086	0	1
"8635"	"VOG9117"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp88 [n=1]; "	"New"	NA	0.001344086	0.0010022049	0.5728556666
"8636"	"VOG9118"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp89 [n=1]; "	"New"	NA	0.001344086	0.000200441	0.8702250131
"8637"	"VOG9119"	"Bacteria"	4	4	2	0	"hypothetical protein [n=3]; "	"New"	NA	0.0016801075	0.0008017639	0.6769518847
"8638"	"VOG9120"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8639"	"VOG9121"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8640"	"VOG9122"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; putative prim-pol domain protein [n=1]; "	"New"	NA	0.001344086	0	1
"8641"	"VOG9123"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; DNA topoisomerase [n=1]; "	"New"	NA	0.002016129	0	1
"8642"	"VOG9124"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8643"	"VOG9125"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8644"	"VOG9126"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8645"	"VOG9127"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8646"	"VOG9128"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8647"	"VOG9129"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8648"	"VOG9130"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8649"	"VOG9131"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; conserved hypothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8650"	"VOG9132"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8651"	"VOG9133"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8652"	"VOG9134"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8653"	"VOG9135"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8654"	"VOG9136"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8655"	"VOG9137"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8656"	"VOG9138"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8657"	"VOG9139"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8658"	"VOG9140"	"Bacteria"	4	4	1	0	"No annotation provided [n=2]; hypothetical protein [n=2]; "	"New"	NA	0.001344086	0	1
"8659"	"VOG9141"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8660"	"VOG9142"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8661"	"VOG9143"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8662"	"VOG9144"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8663"	"VOG9145"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8664"	"VOG9146"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8665"	"VOG9147"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8666"	"VOG9148"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8667"	"VOG9149"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8668"	"VOG9150"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8669"	"VOG9151"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8670"	"VOG9152"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8671"	"VOG9153"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8672"	"VOG9154"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8673"	"VOG9155"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8674"	"VOG9156"	"Bacteria"	4	4	1	0	"No annotation provided [n=2]; hypothetical protein [n=2]; "	"New"	NA	0.001344086	0	1
"8675"	"VOG9157"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8676"	"VOG9158"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8677"	"VOG9159"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8678"	"VOG9160"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8679"	"VOG9161"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8680"	"VOG9162"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8681"	"VOG9163"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8682"	"VOG9164"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8683"	"VOG9165"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8684"	"VOG9166"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8685"	"VOG9167"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8686"	"VOG9168"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8687"	"VOG9169"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8688"	"VOG9170"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8689"	"VOG9171"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8690"	"VOG9172"	"Bacteria"	4	4	2	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8691"	"VOG9173"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8692"	"VOG9174"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8693"	"VOG9175"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8694"	"VOG9176"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; conserved hypothetical protein [n=1]; "	"New"	NA	0.0010080645	0	1
"8695"	"VOG9177"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8696"	"VOG9178"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; conserved hypothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8697"	"VOG9179"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; conserved hypothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8698"	"VOG9180"	"Bacteria"	4	4	2	0	"hypothetical protein [n=4]; "	"New"	NA	0.002016129	0	1
"8699"	"VOG9181"	"Bacteria"	4	4	0	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0.0016035278	0.4559912257
"8700"	"VOG9182"	"Bacteria"	4	4	0	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0.0016035278	0.4559912257
"8701"	"VOG9183"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8702"	"VOG9184"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0	1
"8703"	"VOG9185"	"Archaea"	4	4	1	1	"hypothetical protein [n=3]; Conserved conjugative plasmid protein [n=1]; "	"New"	NA	0.0010080645	0.0036079375	0.2183847669
"8704"	"VOG9186"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8705"	"VOG9187"	"Bacteria"	4	4	1	1	"hypothetical protein ORF018 [n=1]; structural phage protein [n=1]; hypothetical protein [n=1]; No annotation provided [n=1]; "	"New"	NA	0.002016129	0	1
"8706"	"VOG9188"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp42 [n=1]; "	"New"	NA	0.0016801075	0	1
"8707"	"VOG9189"	"Bacteria"	4	4	1	2	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8708"	"VOG9190"	"Bacteria"	4	4	2	1	"hypothetical protein [n=3]; No annotation provided [n=1]; "	"New"	NA	0.0010080645	0.000200441	0.8341414479
"8709"	"VOG9191"	"Bacteria"	4	4	1	1	"Cre [n=2]; Recombinase [n=1]; tyrosine recombinase XerD-like protein [n=1]; "	"New"	NA	0.001344086	0.2204850671	0.0060591045
"8710"	"VOG9192"	"Bacteria"	4	4	1	1	"portal vertex protein of head [n=1]; ProA [n=1]; Putative portal protein Prt [n=1]; Prt [n=1]; "	"New"	"portal"	0.001344086	0.0006013229	0.6909015372
"8711"	"VOG9193"	"Bacteria"	4	4	2	1	"LydA [n=2]; lysis determining protein LydA [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.0016801075	0.000200441	0.8934135597
"8712"	"VOG9194"	"Bacteria"	4	4	2	2	"hypothetical protein [n=1]; Upf81.0 [n=1]; putative morphogenetic protein PmgL [n=1]; PmgL [n=1]; "	"New"	NA	0.002016129	0.0016035278	0.5569945294
"8713"	"VOG9195"	"Bacteria"	4	4	2	1	"Phd [n=2]; Antitoxin Phd [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8714"	"VOG9196"	"Bacteria"	4	4	1	2	"No annotation provided [n=1]; Tail fiber protein Sc [n=1]; putative tail fiber protein [n=1]; tail fiber protein [n=1]; "	"New"	"tail protein"	0.0033602151	0.0006013229	0.8482097317
"8715"	"VOG9197"	"Bacteria"	4	4	0	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0.0016035278	0.4559912257
"8716"	"VOG9198"	"Bacteria"	4	4	2	2	"hypothetical protein [n=3]; conserved protein of unknown function [n=1]; "	"New"	NA	0.0084005376	0.0016035278	0.8397123871
"8717"	"VOG9199"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8718"	"VOG9200"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; gp82 [n=1]; gp80 [n=1]; "	"New"	NA	0.000672043	0	1
"8719"	"VOG9201"	"Bacteria"	4	4	3	2	"hypothetical protein [n=2]; gp55 [n=1]; BcepNY3gp57 [n=1]; "	"New"	NA	0.002016129	0	1
"8720"	"VOG9202"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8721"	"VOG9203"	"Bacteria"	4	4	1	1	"membrane protein [n=2]; MbpR [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.0084005376	0	1
"8722"	"VOG9204"	"Bacteria"	4	4	1	2	"hypothetical protein [n=4]; "	"New"	NA	0.0010080645	0	1
"8723"	"VOG9205"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; DNA polymerase [n=1]; phage polymerase [n=1]; "	"New"	NA	0.028561828	0.0124273401	0.6968140433
"8724"	"VOG9206"	"Bacteria"	4	4	2	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8725"	"VOG9207"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; gp8 [n=1]; No annotation provided [n=1]; "	"New"	NA	0.001344086	0.0004008819	0.7702640111
"8726"	"VOG9208"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; DNA injection channel protein A [n=1]; "	"New"	NA	0.0033602151	0	1
"8727"	"VOG9209"	"Bacteria"	4	4	1	1	"minor tail protein L [n=4]; "	"New"	"tail protein"	0.0043682796	0.0008017639	0.8449212491
"8728"	"VOG9210"	"Bacteria"	4	4	1	2	"hypothetical protein [n=3]; gp97 [n=1]; "	"New"	NA	0.001344086	0.0004008819	0.7702640111
"8729"	"VOG9211"	"Bacteria"	4	4	2	0	"LysB [n=2]; putative cutinase [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.002688172	0.0032070555	0.4559912257
"8730"	"VOG9212"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; putative DNA adenine methylase [n=1]; "	"New"	NA	0.002016129	0.0034074965	0.3717308695
"8731"	"VOG9213"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; structural protein [n=1]; "	"New"	NA	0.0023521505	0	1
"8732"	"VOG9214"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; structural protein [n=1]; "	"New"	NA	0.0023521505	0	1
"8733"	"VOG9215"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8734"	"VOG9216"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8735"	"VOG9217"	"Bacteria"	4	4	2	1	"hypothetical protein [n=3]; "	"New"	NA	0.0030241935	0.0008017639	0.7904409823
"8736"	"VOG9218"	"Bacteria+Archaea"	4	4	2	1	"hypothetical protein [n=3]; "	"New"	NA	0.0010080645	0	1
"8737"	"VOG9219"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; putative Ig domain-containing protein [n=1]; "	"New"	NA	0.002688172	0.0014030868	0.6570525484
"8738"	"VOG9220"	"Bacteria"	4	4	2	1	"hypothetical protein [n=3]; putative thymidylate kinase [n=1]; "	"New"	NA	0.0016801075	0.0358789337	0.0447324392
"8739"	"VOG9221"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; lambda gpT analog [n=1]; tail protein gpT-like protein [n=1]; "	"New"	"tail protein"	0.001344086	0.000200441	0.8702250131
"8740"	"VOG9222"	"Bacteria"	4	4	2	0	"hypothetical protein [n=2]; gp27 [n=1]; GNAT family acetyltransferase [n=1]; "	"New"	NA	0.0030241935	0.1128482662	0.0260993299
"8741"	"VOG9223"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8742"	"VOG9224"	"Bacteria"	4	4	2	1	"hypothetical protein [n=3]; ORF062 [n=1]; "	"New"	NA	0.0016801075	0	1
"8743"	"VOG9225"	"Bacteria"	4	4	2	1	"hypothetical protein [n=3]; ORF153 [n=1]; "	"New"	NA	0.0023521505	0	1
"8744"	"VOG9226"	"Bacteria"	4	4	2	1	"hypothetical protein [n=2]; gp071 [n=1]; "	"New"	NA	0.002016129	0.0004008819	0.8341414479
"8745"	"VOG9227"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.002688172	0.0010022049	0.7284275077
"8746"	"VOG9228"	"Bacteria"	4	4	2	1	"hypothetical protein [n=2]; putative anti-restriction protein [n=1]; Hypothetical-Protein  [n=1]; "	"New"	NA	0.001344086	0	1
"8747"	"VOG9229"	"Bacteria+Archaea"	4	4	2	2	"No annotation provided [n=3]; hypothetical protein [n=1]; "	"New"	NA	0.001344086	0	1
"8748"	"VOG9230"	"Bacteria+Archaea"	4	4	1	1	"hypothetical protein [n=2]; putative thymidylate kinase [n=1]; putative DNA polymerase subunit [n=1]; "	"New"	NA	0.001344086	0	1
"8749"	"VOG9231"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; ORF012 [n=1]; "	"New"	NA	0.001344086	0	1
"8750"	"VOG9232"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; putative bacteriophage protein [n=1]; "	"New"	NA	0.0131048387	0.0104229304	0.5569945294
"8751"	"VOG9233"	"Archaea"	4	4	1	1	"hypothetical protein [n=3]; conserved archaeal viral membrane protein [n=1]; "	"New"	NA	0.001344086	0	1
"8752"	"VOG9234"	"Bacteria"	4	4	2	2	"putative DNA binding protein [n=1]; truncated MerR-like protein [n=1]; putative repressor protein [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.0010080645	0.000200441	0.8341414479
"8753"	"VOG9235"	"Bacteria"	4	4	2	0	"hypothetical protein [n=3]; gp023 [n=1]; "	"New"	NA	0.0010080645	0	1
"8754"	"VOG9236"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; DNA injection protein [n=1]; "	"New"	NA	0.0016801075	0.0014030868	0.544924307
"8755"	"VOG9237"	"Bacteria"	4	4	1	1	"tail fiber protein [n=1]; phage tail fibers [n=1]; YadA domain-containing protein [n=1]; putative phage tail protein [n=1]; "	"New"	"tail protein"	0.002016129	0	1
"8756"	"VOG9238"	"Bacteria"	4	4	1	0	"hypothetical protein [n=3]; gp27 [n=1]; "	"New"	NA	0.0117607527	0	1
"8757"	"VOG9239"	"Bacteria"	4	4	2	0	"hypothetical protein [n=2]; No annotation provided [n=1]; 6-phosphofructokinase [n=1]; "	"New"	NA	0.001344086	0.0008017639	0.6263653484
"8758"	"VOG9240"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; PHG31p119nc [n=1]; "	"New"	NA	0.001344086	0	1
"8759"	"VOG9241"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0016801075	0	1
"8760"	"VOG9242"	"Bacteria"	4	4	2	0	"hypothetical protein [n=4]; "	"New"	NA	0.0211693548	0	1
"8761"	"VOG9243"	"Bacteria"	4	4	1	0	"putative nicotinamide mononucleotide transporter [n=2]; nicotinamide mononucleotide transporter [n=1]; hypothetical protein [n=1]; "	"New"	NA	0.0084005376	0.2182802165	0.0370588922
"8762"	"VOG9244"	"Bacteria"	4	4	1	0	"putative tail protein [n=2]; tail protein [n=1]; hypothetical protein [n=1]; "	"New"	"tail protein"	0.0010080645	0	1
"8763"	"VOG9245"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.001344086	0	1
"8764"	"VOG9246"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0010080645	0	1
"8765"	"VOG9247"	"Bacteria+Archaea"	4	4	1	0	"hypothetical protein [n=2]; von Willebrand factor type A [n=1]; putative porphyrin biosynthetic protein [n=1]; "	"New"	NA	0.001344086	0.0072158749	0.1570201114
"8766"	"VOG9248"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.002016129	0	1
"8767"	"VOG9249"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"New"	NA	0.0043682796	0.0006013229	0.8789997967
"8768"	"VOG9250"	"Bacteria"	4	4	2	1	"hypothetical protein [n=3]; head completion protein [n=1]; "	"New"	NA	0.0110887097	0.0010022049	0.9171109143
"8769"	"VOG9251"	"Bacteria"	4	4	2	0	"hypothetical protein [n=2]; No annotation provided [n=2]; "	"New"	NA	0.001344086	0.0008017639	0.6263653484
"8770"	"VOG9252"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"New"	NA	0.0010080645	0	1
"8771"	"VOG9253"	"Bacteria"	4	4	2	1	"hypothetical protein [n=4]; "	"New"	NA	0.0047043011	0	1
