"VOG.number"	"Host.Domain"	"Number.of.Proteins"	"Number.of.Genomes"	"Number.of.Known.Virus.Families"	"Number.of.Known.Virus.Genera"	"Proteins.Annotations"	"Mapping.to.POGs.2013"	"Short.Annotations"
"2119"	"VOG3282"	"Bacteria"	12	12	2	2	"hypothetical protein [n=5]; virion-associated phage protein [n=2]; gp22 [n=1]; No annotation provided [n=1]; minor tail protein [n=1]; virion associated protein [n=1]; gp26 [n=1]; "	"Mapped to: POG3282"	"tail protein"
"2120"	"VOG3285"	"Bacteria"	11	11	1	1	"hypothetical protein [n=7]; gp41 [n=1]; gp39 [n=1]; gp77 [n=1]; gp38 [n=1]; "	"Mapped to: POG3285"	NA
"2121"	"VOG3287"	"Bacteria+Archaea"	12	12	1	2	"addiction module toxin, RelE/StbE family [n=2]; gp41 [n=2]; toxin [n=1]; toxin in toxin/antitoxin system (RelE-like) [n=1]; cytotoxic translational repressor of toxin-antitoxin stability system [n=1]; hypothetical protein [n=1]; RelE [n=1]; gp42 [n=1]; gp70 [n=1]; gp81 [n=1]; "	"Mapped to: POG3287"	NA
"2122"	"VOG3288"	"Bacteria"	4	4	1	1	"Vpf76 [n=2]; hypothetical protein [n=2]; "	"Mapped to: POG3288"	NA
"2123"	"VOG3289"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"Mapped to: POG3289"	NA
"2124"	"VOG3291"	"Bacteria"	54	54	1	1	"hypothetical protein [n=41]; No annotation provided [n=5]; gp49.1 conserved protein of unknown function [n=3]; gp49.1 hypothetical protein [n=2]; conserved hypothetical protein [n=1]; gp49.1 conserved protein [n=1]; hypothetical protein Shfl2p083 [Shigella phage Shfl2] [n=1]; "	"Mapped to: POG3291"	NA
"2125"	"VOG3292"	"Bacteria"	62	62	1	1	"hypothetical protein [n=38]; putative membrane protein [n=8]; Trna.4 conserved hypothetical predicted membrane protein [n=3]; Trna.4 conserved hypothetical protein [n=2]; predicted membrane protein [n=2]; No annotation provided [n=2]; tRNA.4 hypothetical protein [n=2]; conserved hypothetical protein [n=1]; TRNA.4 conserved hypothetical protein [n=1]; hypothetical protein tRNA.4 [n=1]; hypothetical protein [Escherichia phage wV7] [n=1]; conserved hypothetical predicted membrane protein [n=1]; "	"Mapped to: POG3292"	NA
"2126"	"VOG3294"	"Bacteria"	20	20	2	2	"activator of host PrrC lysyl-tRNA endonuclease [n=14]; hypothetical protein [n=3]; Stp activator of host PrrC lysyl-tRNA endonuclease [n=1]; stp activator of host PrC lysyl-tRNA endonuclease [n=1]; Stp [n=1]; "	"Mapped to: POG3294"	"endonuclease"
"2127"	"VOG3298"	"Bacteria"	29	28	3	2	"hypothetical protein [n=23]; gp21 [n=1]; gp28 [n=1]; gp22 [n=1]; ORF41 [n=1]; No annotation provided [n=1]; "	"Union of: POG3298; POG1937; POG1938"	NA
"2128"	"VOG3299"	"Bacteria"	6	6	1	2	"hypothetical protein [n=5]; gp111 [n=1]; "	"Mapped to: POG3299"	NA
"2129"	"VOG3300"	"Bacteria"	6	6	1	2	"hypothetical protein [n=5]; gp183 [n=1]; "	"Mapped to: POG3300"	NA
"2130"	"VOG3301"	"Bacteria"	5	5	2	2	"hypothetical protein [n=4]; gp83 [n=1]; "	"Mapped to: POG3301"	NA
"2131"	"VOG3302"	"Bacteria"	5	5	1	2	"hypothetical protein [n=3]; similar to ATPase 1 [n=1]; gp143 [n=1]; "	"Mapped to: POG3302"	NA
"2132"	"VOG3303"	"Bacteria"	5	5	1	2	"hypothetical protein [n=5]; "	"Mapped to: POG3303"	NA
"2133"	"VOG3304"	"Bacteria"	15	15	2	2	"hypothetical protein [n=8]; Orf2 [n=2]; ORF018 [n=1]; ORF2 [n=1]; ORF015 [n=1]; "	"Mapped to: POG3304"	NA
"2134"	"VOG3307"	"Bacteria"	31	27	2	1	"hypothetical protein [n=26]; gp42 [n=1]; gp61 [n=1]; gp47 [n=1]; No annotation provided [n=1]; gp59 [n=1]; "	"Mapped to: POG3307"	NA
"2135"	"VOG3309"	"Bacteria"	14	14	3	1	"putative excisionase [n=4]; excisionase [n=4]; hypothetical protein [n=3]; bacteriophage excisionase [n=1]; No annotation provided [n=1]; putative bacteriophage excisionase [n=1]; "	"Mapped to: POG3309"	NA
"2136"	"VOG3310"	"Bacteria"	25	25	3	4	"hypothetical protein [n=20]; No annotation provided [n=3]; conserved protein of unknown function [n=1]; conserved uncharacterised protein [n=1]; "	"Mapped to: POG3310"	NA
"2137"	"VOG3311"	"Bacteria"	4	4	1	0	"hypothetical protein [n=4]; "	"Mapped to: POG3311"	NA
"2138"	"VOG3313"	"Bacteria"	25	25	1	0	"hypothetical protein [n=25]; "	"Mapped to: POG3313"	NA
"2139"	"VOG3314"	"Bacteria"	18	18	2	2	"hypothetical protein [n=12]; No annotation provided [n=5]; HkaW protein [n=1]; "	"Mapped to: POG3314"	NA
"2140"	"VOG3315"	"Bacteria"	13	13	2	3	"hypothetical protein [n=10]; O-Polysaccharide acetyltransferase inhibitor [n=1]; putative O-polysaccharide acetyltransferase inhibitor [n=1]; gp39 [n=1]; "	"Mapped to: POG3315"	NA
"2141"	"VOG3318"	"Bacteria"	6	6	1	0	"hypothetical protein [n=6]; "	"Mapped to: POG3318"	NA
"2142"	"VOG3319"	"Bacteria"	6	6	1	0	"hypothetical protein [n=5]; protein ygiW precursor [n=1]; "	"Mapped to: POG3319"	NA
"2143"	"VOG3321"	"Bacteria"	6	6	1	0	"No annotation provided [n=6]; "	"Mapped to: POG3321"	NA
"2144"	"VOG3325"	"Bacteria"	8	8	2	1	"hypothetical protein [n=6]; putative Rz [n=1]; putative Rz lytic protein [n=1]; "	"Mapped to: POG3325"	NA
"2145"	"VOG3327"	"Bacteria"	12	12	1	1	"hypothetical protein [n=10]; No annotation provided [n=2]; "	"Mapped to: POG3327"	NA
"2146"	"VOG3328"	"Bacteria"	7	7	1	0	"hypothetical protein [n=6]; Tail tube protein [n=1]; "	"Mapped to: POG3328"	"tail protein"
"2147"	"VOG3331"	"Bacteria"	5	5	2	0	"hypothetical protein [n=2]; o-spanin (Rz1) [n=1]; o-spanin [n=1]; putative Rz1 lytic protein [n=1]; "	"Mapped to: POG3331"	NA
"2148"	"VOG3334"	"Bacteria"	6	6	1	2	"hypothetical protein [n=4]; ORF9 [n=1]; putative rep protein [n=1]; "	"Mapped to: POG3334"	NA
"2149"	"VOG3335"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"Mapped to: POG3335"	NA
"2150"	"VOG3336"	"Bacteria"	15	15	2	2	"hypothetical protein [n=12]; gp0.45 [n=2]; putative 0.45 protein [n=1]; "	"Mapped to: POG3336"	NA
"2151"	"VOG3339"	"Bacteria"	14	14	1	1	"hypothetical protein [n=11]; gp19.2 [n=3]; "	"Mapped to: POG3339"	NA
"2152"	"VOG3340"	"Bacteria"	10	10	1	1	"hypothetical protein [n=8]; gp19.3 [n=2]; "	"Mapped to: POG3340"	NA
"2153"	"VOG3341"	"Bacteria"	3	3	1	1	"minor coat protein [n=3]; "	"Mapped to: POG3341"	NA
"2154"	"VOG3343"	"Bacteria+Archaea"	23	23	4	4	"hypothetical protein [n=10]; NTP-binding motif containing protein [n=6]; DnaA-like protein [n=4]; ATPase domain protein [n=1]; conserved archaeal viral protein, ATPase domain [n=1]; DnaC protein [n=1]; "	"Mapped to: POG3343"	NA
"2155"	"VOG3344"	"Bacteria+Archaea"	14	14	3	3	"integrase [n=10]; integrase family site specific recombinase [n=2]; hypothetical protein [n=1]; SSV1-type integrase [n=1]; "	"Mapped to: POG3344"	"integrase"
"2156"	"VOG3345"	"Archaea"	5	5	1	2	"hypothetical protein [n=5]; "	"Mapped to: POG3345"	NA
"2157"	"VOG3346"	"Archaea"	3	3	1	2	"putative HTH transcriptional regulator [n=1]; hypothetical protein [n=1]; ORF E81 [n=1]; "	"Mapped to: POG3346"	NA
"2158"	"VOG3347"	"Archaea"	8	8	1	2	"helix-turn-helix protein [n=5]; hypothetical protein [n=3]; "	"Mapped to: POG3347"	NA
"2159"	"VOG3348"	"Archaea"	9	9	2	3	"hypothetical protein [n=8]; conserved archaeal viral protein [n=1]; "	"Mapped to: POG3348"	NA
"2160"	"VOG3349"	"Bacteria+Archaea"	65	58	7	9	"hypothetical protein [n=35]; putative repressor [n=10]; ribbon-helix-helix domain containing protein [n=6]; repressor [n=3]; CopG-like RHH protein [n=2]; Conserved protein [n=1]; ORF F62 [n=1]; ORF 61 [n=1]; "	"Union of: POG3349; POG3646"	NA
"2161"	"VOG3350"	"Archaea"	7	7	2	3	"hypothetical protein [n=7]; "	"Mapped to: POG3350"	NA
"2162"	"VOG3351"	"Archaea"	8	8	1	2	"hypothetical protein [n=6]; zinc finger protein [n=2]; "	"Mapped to: POG3351"	NA
"2163"	"VOG3352"	"Archaea"	9	9	1	2	"hypothetical protein [n=9]; "	"Mapped to: POG3352"	NA
"2164"	"VOG3353"	"Archaea"	8	8	1	1	"hypothetical protein [n=6]; putative end-filament protein [n=2]; "	"Mapped to: POG3353"	NA
"2165"	"VOG3354"	"Archaea"	7	7	1	1	"hypothetical protein [n=7]; "	"Mapped to: POG3354"	NA
"2166"	"VOG3355"	"Archaea"	10	10	1	2	"hypothetical protein [n=10]; "	"Mapped to: POG3355"	NA
"2167"	"VOG3356"	"Archaea"	11	10	1	2	"structural protein V1 [n=4]; VP1-like protein [n=4]; VP1 [n=1]; ORF 88b [n=1]; "	"Mapped to: POG3356"	NA
"2168"	"VOG3357"	"Archaea"	9	9	1	2	"structural protein VP3 [n=5]; VP3-like protein [n=3]; VP1-like protein [n=1]; "	"Mapped to: POG3357"	NA
"2169"	"VOG3358"	"Bacteria+Archaea"	6	6	3	4	"VP2-like protein [n=3]; hypothetical protein [n=2]; VP2 protein [n=1]; "	"Mapped to: POG3358"	NA
"2170"	"VOG3359"	"Archaea"	9	9	1	2	"hypothetical protein [n=9]; "	"Mapped to: POG3359"	NA
"2171"	"VOG3360"	"Archaea"	8	8	1	2	"hypothetical protein [n=8]; "	"Mapped to: POG3360"	NA
"2172"	"VOG3361"	"Archaea"	9	9	1	2	"hypothetical protein [n=9]; "	"Mapped to: POG3361"	NA
"2173"	"VOG3362"	"Archaea"	10	10	1	2	"hypothetical protein [n=9]; similar to DNA gyrase-like protein [n=1]; "	"Mapped to: POG3362"	NA
"2174"	"VOG3363"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG3363"	NA
"2175"	"VOG3364"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG3364"	NA
"2176"	"VOG3366"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG3366"	NA
"2177"	"VOG3367"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG3367"	NA
"2178"	"VOG3368"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG3368"	NA
"2179"	"VOG3369"	"Bacteria"	13	13	2	2	"NinD [n=7]; NinD protein [n=4]; hypothetical protein [n=1]; gp65 [n=1]; "	"Mapped to: POG3369"	NA
"2180"	"VOG3370"	"Bacteria"	57	56	3	3	"hypothetical protein [n=37]; protein kinase [n=5]; ocr DNA mimic protein [n=2]; gp0.3 [n=2]; predicted antirestriction protein [n=2]; Ocr [n=1]; anti-restriction-like protein [n=1]; antirestriction protein [n=1]; gp176 [n=1]; protein 0.3 [n=1]; No annotation provided [n=1]; gp5 [n=1]; putative ocr protein [n=1]; ocr protein [n=1]; "	"Mapped to: POG3370"	NA
"2181"	"VOG3371"	"Bacteria"	22	21	1	1	"hypothetical protein [n=18]; gp0.4 [n=2]; gp0.35 [n=1]; No annotation provided [n=1]; "	"Mapped to: POG3371"	NA
"2182"	"VOG3373"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; protein 1.5 [n=1]; gp1.5 [n=1]; "	"Mapped to: POG3373"	NA
"2183"	"VOG3374"	"Bacteria"	21	21	1	1	"hypothetical protein [n=16]; gp4.7 [n=4]; protein 4.7 [n=1]; "	"Mapped to: POG3374"	NA
"2184"	"VOG3375"	"Bacteria"	9	9	3	4	"hypothetical protein [n=7]; PfWMP3_29 [n=1]; "	"Mapped to: POG3375"	NA
"2185"	"VOG3376"	"Bacteria"	8	8	1	1	"host recBCD nuclease inhibitor [n=5]; inihibitor of recBCD nuclease [n=1]; hypothetical protein [n=1]; gp5.9 [n=1]; "	"Mapped to: POG3376"	NA
"2186"	"VOG3379"	"Bacteria"	8	8	1	1	"Cox [n=4]; hypothetical protein [n=1]; No annotation provided [n=1]; orf2(S)cox [n=1]; putative cox protein [n=1]; "	"Mapped to: POG3379"	NA
"2187"	"VOG3380"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG3380"	NA
"2188"	"VOG3381"	"Bacteria"	3	3	1	1	"Hol [n=1]; Holin [n=1]; hol [n=1]; "	"Mapped to: POG3381"	NA
"2189"	"VOG3382"	"Bacteria"	14	13	1	2	"nonstructural protein [n=7]; No annotation provided [n=3]; DNA binding protein VP5 [n=2]; DNA binding protein VP4 [n=1]; packaging protein [n=1]; "	"Mapped to: POG3382"	NA
"2190"	"VOG3386"	"Bacteria+Archaea"	90	90	2	4	"hypothetical protein [n=54]; endonuclease [n=18]; nuclease [n=7]; nuclease-like protein [n=2]; SNase-like protein [n=2]; ORF103 [n=1]; thermonuclease precursor [n=1]; putative nuclease protein [n=1]; ORF035 [n=1]; SNc family nuclease [n=1]; putative endonuclease [n=1]; staphylococcal nuclease [n=1]; "	"Mapped to: POG3386"	"endonuclease"
"2191"	"VOG3389"	"Bacteria"	9	9	2	1	"hypothetical protein [n=3]; YomH-like protein [n=1]; conserved hypothetical phage-related protein [n=1]; putative tail component [n=1]; putative phage tail protein [n=1]; tail component [n=1]; putative phage tail component [n=1]; "	"Mapped to: POG3389"	"tail protein"
"2192"	"VOG3390"	"Bacteria"	14	14	1	2	"hypothetical protein [n=13]; gp21 [n=1]; "	"Mapped to: POG3390"	NA
"2193"	"VOG3391"	"Bacteria"	6	6	3	4	"hypothetical protein [n=4]; No annotation provided [n=1]; "	"Mapped to: POG3391"	NA
"2194"	"VOG3396"	"Bacteria"	3	3	1	1	"Gp29 [n=1]; gp32 [n=1]; immunity repressor Icd [n=1]; "	"Mapped to: POG3396"	NA
"2195"	"VOG3397"	"Bacteria"	3	3	1	1	"gp33 [n=1]; Gp32 [n=1]; hypothetical protein [n=1]; "	"Mapped to: POG3397"	NA
"2196"	"VOG3398"	"Bacteria"	8	8	2	2	"hypothetical protein [n=2]; Gp33 [n=1]; eaf [n=1]; gp34 [n=1]; EaF [n=1]; EaF-like protein [n=1]; tail component protein [n=1]; "	"Mapped to: POG3398"	"tail protein"
"2197"	"VOG3399"	"Bacteria"	8	8	2	2	"gp42 protein [n=1]; putative DNA primase [n=1]; Gp35 [n=1]; gp37 [n=1]; ORF4 [n=1]; replication protein RepA [n=1]; relication protein RepA [n=1]; putative replication protein RepA [n=1]; "	"Mapped to: POG3399"	NA
"2198"	"VOG3401"	"Bacteria"	7	7	2	2	"transcription antiterminator [n=1]; putative antitermination protein Q [n=1]; bacteriophage antiterminator protein Q [n=1]; lambda Q-like transcription antiterminator [n=1]; gp40 [n=1]; antiterminator Q [n=1]; "	"Mapped to: POG3401"	NA
"2199"	"VOG3402"	"Bacteria"	12	12	3	2	"hypothetical protein [n=10]; gp46 [n=1]; Gp45 [n=1]; "	"Mapped to: POG3402"	NA
"2200"	"VOG3403"	"Bacteria"	3	3	1	1	"hypothetical protein [n=1]; gp47 [n=1]; Gp46 [n=1]; "	"Mapped to: POG3403"	NA
"2201"	"VOG3404"	"Bacteria"	3	3	1	1	"gp51 [n=1]; hypothetical protein [n=1]; Gp51 [n=1]; "	"Mapped to: POG3404"	NA
"2202"	"VOG3405"	"Bacteria"	38	38	3	6	"hypothetical protein [n=18]; putative Rz-like protein [n=5]; putative lysis accessory protein [n=3]; lysin [n=2]; endopeptidase Rz [n=1]; gp56 [n=1]; tail assembly-like protein [n=1]; tail assembly protein [n=1]; lysis protein [n=1]; tail protein [n=1]; conserved phage protein [n=1]; putative Rz protein [n=1]; Rz gp24 [n=1]; gp55 [n=1]; "	"Union of: POG3405; POG4007"	"tail assembly protein"
"2203"	"VOG3406"	"Bacteria"	9	9	3	2	"hypothetical protein [n=8]; No annotation provided [n=1]; "	"Mapped to: POG3406"	NA
"2204"	"VOG3409"	"Bacteria+Archaea"	10	10	2	0	"hypothetical protein [n=9]; gp43 [n=1]; "	"Mapped to: POG3409"	NA
"2205"	"VOG3410"	"Bacteria"	11	11	1	1	"hypothetical protein [n=10]; e35 [n=1]; "	"Mapped to: POG3410"	NA
"2206"	"VOG3411"	"Bacteria"	22	22	1	1	"hypothetical protein [n=19]; No annotation provided [n=2]; e27 [n=1]; "	"Mapped to: POG3411"	NA
"2207"	"VOG3412"	"Bacteria"	10	9	2	2	"hypothetical protein [n=6]; No annotation provided [n=1]; e25 [n=1]; gp34.73 [n=1]; "	"Mapped to: POG3412"	NA
"2208"	"VOG3413"	"Bacteria"	26	26	1	1	"hypothetical protein [n=23]; gp63 [n=1]; No annotation provided [n=1]; e6 [n=1]; "	"Union of: POG3413; POG0923"	NA
"2209"	"VOG3415"	"Bacteria"	4	4	1	1	"hypothetical protein [n=2]; gp44 [n=2]; "	"Mapped to: POG3415"	NA
"2210"	"VOG3416"	"Bacteria"	18	18	2	1	"minor tail protein [n=12]; gp46 [n=2]; hypothetical protein [n=2]; tail protein [n=1]; putative major tail protein [n=1]; "	"Mapped to: POG3416"	"tail protein"
"2211"	"VOG3418"	"Bacteria"	4	4	1	1	"gp3 [n=2]; putative recombination directionality factor [n=1]; gp6 [n=1]; "	"Mapped to: POG3418"	NA
"2212"	"VOG3419"	"Bacteria"	4	4	1	1	"gp4a [n=2]; hypothetical protein [n=1]; gp7 [n=1]; "	"Mapped to: POG3419"	NA
"2213"	"VOG3420"	"Bacteria"	4	4	1	1	"gp5 [n=2]; hypothetical protein [n=1]; gp9 [n=1]; "	"Mapped to: POG3420"	NA
"2214"	"VOG3421"	"Bacteria"	4	4	1	1	"gp12 [n=2]; gp13 [n=1]; hypothetical protein [n=1]; "	"Mapped to: POG3421"	NA
"2215"	"VOG3423"	"Bacteria"	19	19	1	1	"hypothetical protein [n=16]; gp29 [n=2]; gp19 [n=1]; "	"Mapped to: POG3423"	NA
"2216"	"VOG3424"	"Bacteria"	15	15	3	3	"hypothetical protein [n=13]; holin [n=1]; "	"Mapped to: POG3424"	NA
"2217"	"VOG3427"	"Bacteria"	8	8	1	2	"major tail subunit [n=4]; putative major tail protein [n=2]; major tail protein [n=1]; structural protein [n=1]; "	"Mapped to: POG3427"	"tail protein"
"2218"	"VOG3428"	"Bacteria"	8	8	1	2	"hypothetical protein [n=4]; tail assembly chaperone [n=3]; lambda gpG analog [n=1]; "	"Mapped to: POG3428"	"tail protein"
"2219"	"VOG3430"	"Bacteria"	5	4	1	1	"hypothetical protein [n=3]; ORF6a [n=1]; ORF6b [n=1]; "	"Mapped to: POG3430"	NA
"2220"	"VOG3432"	"Bacteria"	19	19	2	3	"hypothetical protein [n=16]; ORF36 [n=1]; gp373 [n=1]; Orf55 [n=1]; "	"Mapped to: POG3432"	NA
"2221"	"VOG3433"	"Bacteria"	8	8	2	2	"hypothetical protein [n=4]; gp57 [n=1]; Orf56 [n=1]; No annotation provided [n=1]; ORF37 [n=1]; "	"Mapped to: POG3433"	NA
"2222"	"VOG3434"	"Bacteria"	69	69	3	4	"hypothetical protein [n=40]; decorator protein D [n=6]; decorator protein [n=3]; putative structural protein [n=3]; head decoration protein [n=2]; prophage protein [n=2]; phage structural protein [n=2]; ORFp14 [n=1]; gp119 [n=1]; putative head decorative protein [n=1]; head protein [n=1]; capsid [n=1]; orf9 [n=1]; putative decorator protein D [n=1]; gp011 [n=1]; scaffolding protein [n=1]; head decoration protein D [n=1]; gp37 [n=1]; "	"Union of: POG3434; POG2807"	"scaffolding protein"
"2223"	"VOG3435"	"Bacteria"	8	8	1	1	"hypothetical protein [n=5]; gp53 [n=1]; capsid [n=1]; orf11 [n=1]; "	"Mapped to: POG3435"	NA
"2224"	"VOG3436"	"Bacteria"	4	4	1	1	"hypothetical protein [n=3]; gp71 [n=1]; "	"Mapped to: POG3436"	NA
"2225"	"VOG3438"	"Bacteria"	10	10	1	1	"hypothetical protein [n=5]; No annotation provided [n=2]; phi PVL orf 8-like protein [n=1]; ORF096 [n=1]; gp6 [n=1]; "	"Mapped to: POG3438"	NA
"2226"	"VOG3439"	"Bacteria"	5	5	1	1	"hypothetical protein [n=4]; phi PVL orf 14-like protein [n=1]; "	"Mapped to: POG3439"	NA
"2227"	"VOG3443"	"Bacteria"	14	14	2	1	"GtrA [n=3]; putative flippase [n=2]; No annotation provided [n=2]; bactoprenol-linked glucose translocase [n=2]; putative flipase [n=1]; flippase [n=1]; O-antigen conversion protein A [n=1]; O-antigen conversion protein [n=1]; GtrA; bactoprenol-linked glucose translocase [n=1]; "	"Mapped to: POG3443"	NA
"2228"	"VOG3444"	"Bacteria"	9	9	3	4	"hypothetical protein [n=5]; Eag protein [n=1]; gp13, phage transcriptional activator, Ogr/Delta [n=1]; terminase [n=1]; "	"Mapped to: POG3444"	"terminase"
"2229"	"VOG3445"	"Bacteria"	10	10	3	1	"NinY [n=5]; hypothetical protein [n=2]; putative tail protein [n=1]; gp70 [n=1]; NinY protein [n=1]; "	"Mapped to: POG3445"	"tail protein"
"2230"	"VOG3446"	"Bacteria"	5	5	2	1	"hypothetical protein [n=4]; S-adenosyl-L-methionine-dependent methyltransferase [n=1]; "	"Mapped to: POG3446"	NA
"2231"	"VOG3447"	"Bacteria+Archaea"	15	15	3	4	"O-polysaccharide acetyltransferase protein [n=2]; O-antigen acetylase [n=2]; O-acyltransferase B [n=1]; acyltransferase 3 [n=1]; putative acetyl transferase [n=1]; Conserved archaeal viral membrane protein, acyltransferase family [n=1]; Putative peptidoglycan O-acetyltransferase [n=1]; acyltransferase [n=1]; gene 15 protein [n=1]; putative lipopolysaccharide modification acyltransferase [n=1]; gp53 [n=1]; hypothetical protein [n=1]; putative O-antigen acetylase [n=1]; "	"Mapped to: POG3447"	NA
"2232"	"VOG3448"	"Bacteria"	12	12	2	2	"hypothetical protein [n=12]; "	"Mapped to: POG3448"	NA
"2233"	"VOG3449"	"Bacteria"	26	26	3	2	"hypothetical protein [n=17]; DUF1643 protein [n=6]; No annotation provided [n=2]; hypothetical protein RDJLphi1_gp55 [n=1]; "	"Mapped to: POG3449"	NA
"2234"	"VOG3450"	"Bacteria"	14	14	3	2	"hypothetical protein [n=11]; Hypothetical protein [n=1]; ORF040 [n=1]; virion structural protein [n=1]; "	"Mapped to: POG3450"	NA
"2235"	"VOG3451"	"Bacteria"	5	5	1	2	"hypothetical protein [n=5]; "	"Mapped to: POG3451"	NA
"2236"	"VOG3452"	"Bacteria"	17	17	1	3	"hypothetical protein [n=8]; No annotation provided [n=4]; ORF126 [n=1]; 77ORF117 [n=1]; ORF124 [n=1]; ORF133 [n=1]; ORF132 [n=1]; "	"Mapped to: POG3452"	NA
"2237"	"VOG3453"	"Bacteria"	22	22	2	2	"hypothetical protein [n=14]; ORF067 [n=1]; ORF068 [n=1]; ICEBs1 excisionase [n=1]; ORF072 [n=1]; ORF071 [n=1]; phi PV83 orf 12-like protein [n=1]; Gp27 protein [n=1]; ORF074 [n=1]; "	"Mapped to: POG3453"	NA
"2238"	"VOG3454"	"Bacteria"	8	8	2	1	"hypothetical protein [n=7]; ORF048 [n=1]; "	"Mapped to: POG3454"	NA
"2239"	"VOG3456"	"Bacteria"	4	4	2	1	"No annotation provided [n=1]; P37 [n=1]; hypothetical protein [n=1]; "	"Mapped to: POG3456"	NA
"2240"	"VOG3459"	"Bacteria"	12	12	1	1	"hypothetical protein [n=10]; ORF031 [n=1]; ORF032 [n=1]; "	"Mapped to: POG3459"	NA
"2241"	"VOG3460"	"Bacteria"	5	5	1	2	"hypothetical protein [n=4]; phi SLT orf 81b-like protein [n=1]; "	"Mapped to: POG3460"	NA
"2242"	"VOG3461"	"Bacteria"	14	14	1	1	"hypothetical protein [n=10]; ORF033 [n=1]; gp12 [n=1]; ORF041 [n=1]; ORF034 [n=1]; "	"Mapped to: POG3461"	NA
"2243"	"VOG3462"	"Bacteria"	18	18	2	1	"hypothetical protein [n=7]; ORF006 [n=2]; endopeptidase [n=2]; endopeptidase tail family protein [n=1]; gp16 [n=1]; prophage endopeptidase tail family protein [n=1]; ORF004 [n=1]; minor structural protein [n=1]; endopeptidase tail [n=1]; minor tail protein [n=1]; "	"Mapped to: POG3462"	"tail protein"
"2244"	"VOG3463"	"Bacteria"	12	12	1	1	"hypothetical protein [n=8]; ORF044 [n=1]; ORF052 [n=1]; ORF043 [n=1]; No annotation provided [n=1]; "	"Mapped to: POG3463"	NA
"2245"	"VOG3467"	"Bacteria"	12	12	1	1	"hypothetical protein [n=6]; No annotation provided [n=4]; ORF093 [n=1]; ORF103 [n=1]; "	"Mapped to: POG3467"	NA
"2246"	"VOG3468"	"Bacteria"	11	10	2	0	"hypothetical protein [n=7]; Orf19 [n=1]; Orf24 [n=1]; unknown [n=1]; Orf23 [n=1]; "	"Mapped to: POG3468"	NA
"2247"	"VOG3469"	"Bacteria"	5	5	1	0	"hypothetical protein [n=4]; Orf32 [n=1]; "	"Mapped to: POG3469"	NA
"2248"	"VOG3470"	"Bacteria"	3	3	1	0	"ORF27 [n=1]; Orf37 [n=1]; Orf31 [n=1]; "	"Mapped to: POG3470"	NA
"2249"	"VOG3471"	"Bacteria"	7	7	2	0	"hypothetical protein [n=6]; Orf46 [n=1]; "	"Mapped to: POG3471"	NA
"2250"	"VOG3474"	"Bacteria"	8	8	1	0	"hypothetical protein [n=6]; No annotation provided [n=2]; "	"Mapped to: POG3474"	NA
